"TOA5","CR300Series_NRCS_A3","CR300","20805","CR300-CELL205.Std.10.07","CPU:nrcs_marena_A3.CR300","31781","Table_Batt"
"TIMESTAMP","RECORD","station","latitude","longitude","altitude","Batt_Min","PTemp"
"TS","RN","name","decdegrees","decdegrees","m","Volt","Deg C"
"","","Smp","Smp","Smp","Smp","Min","Smp"
"2023-09-20 23:00:00",6803,"Site 1",36.06351,-97.21697,330,12.7,20.84
"2023-09-21 00:00:00",6804,"Site 1",36.06351,-97.21697,330,12.69,20.32
"2023-09-21 01:00:00",6805,"Site 1",36.06351,-97.21697,330,12.68,20.31
"2023-09-21 02:00:00",6806,"Site 1",36.06351,-97.21697,330,12.68,19.79
"2023-09-21 03:00:00",6807,"Site 1",36.06351,-97.21697,330,12.67,19.24
"2023-09-21 04:00:00",6808,"Site 1",36.06351,-97.21697,330,12.66,19.47
"2023-09-21 05:00:00",6809,"Site 1",36.06351,-97.21697,330,12.65,19.29
"2023-09-21 06:00:00",6810,"Site 1",36.06351,-97.21697,330,12.63,19.11
"2023-09-21 07:00:00",6811,"Site 1",36.06351,-97.21697,330,12.62,18.83
"2023-09-21 08:00:00",6812,"Site 1",36.06351,-97.21697,330,12.61,18.88
"2023-09-21 09:00:00",6813,"Site 1",36.06351,-97.21697,330,12.86,20.81
"2023-09-21 10:00:00",6814,"Site 1",36.06351,-97.21697,330,13.55,25.54
"2023-09-21 11:00:00",6815,"Site 1",36.06351,-97.21697,330,13.55,29.66
"2023-09-21 12:00:00",6816,"Site 1",36.06351,-97.21697,330,13.48,33.64
"2023-09-21 13:00:00",6817,"Site 1",36.06351,-97.21697,330,13.45,34.51
"2023-09-21 14:00:00",6818,"Site 1",36.06351,-97.21697,330,13.47,33.1
"2023-09-21 15:00:00",6819,"Site 1",36.06351,-97.21697,330,13.42,33.81
"2023-09-21 16:00:00",6820,"Site 1",36.06351,-97.21697,330,13.42,31.6
"2023-09-21 17:00:00",6821,"Site 1",36.06351,-97.21697,330,13.44,32.81
"2023-09-21 18:00:00",6822,"Site 1",36.06351,-97.21697,330,13.44,29.63
"2023-09-21 19:00:00",6823,"Site 1",36.06351,-97.21697,330,13.38,28.56
"2023-09-21 20:00:00",6824,"Site 1",36.06351,-97.21697,330,13.03,24.79
"2023-09-21 21:00:00",6825,"Site 1",36.06351,-97.21697,330,12.87,23.2
"2023-09-21 22:00:00",6826,"Site 1",36.06351,-97.21697,330,12.77,22.14
"2023-09-21 23:00:00",6827,"Site 1",36.06351,-97.21697,330,12.71,21.46
"2023-09-22 00:00:00",6828,"Site 1",36.06351,-97.21697,330,12.69,20.75
"2023-09-22 01:00:00",6829,"Site 1",36.06351,-97.21697,330,12.68,20.17
"2023-09-22 02:00:00",6830,"Site 1",36.06351,-97.21697,330,12.68,19.7
"2023-09-22 03:00:00",6831,"Site 1",36.06351,-97.21697,330,12.67,20.68
"2023-09-22 04:00:00",6832,"Site 1",36.06351,-97.21697,330,12.66,20.48
"2023-09-22 05:00:00",6833,"Site 1",36.06351,-97.21697,330,12.65,19.19
"2023-09-22 06:00:00",6834,"Site 1",36.06351,-97.21697,330,12.64,18.27
"2023-09-22 07:00:00",6835,"Site 1",36.06351,-97.21697,330,12.62,18.94
"2023-09-22 08:00:00",6836,"Site 1",36.06351,-97.21697,330,12.62,19.85
"2023-09-22 09:00:00",6837,"Site 1",36.06351,-97.21697,330,12.99,20.99
"2023-09-22 10:00:00",6838,"Site 1",36.06351,-97.21697,330,13.25,24.91
"2023-09-22 11:00:00",6839,"Site 1",36.06351,-97.21697,330,13.55,30.08
"2023-09-22 12:00:00",6840,"Site 1",36.06351,-97.21697,330,13.5,31.97
"2023-09-22 13:00:00",6841,"Site 1",36.06351,-97.21697,330,13.48,33.77
"2023-09-22 14:00:00",6842,"Site 1",36.06351,-97.21697,330,13.47,32.55
"2023-09-22 15:00:00",6843,"Site 1",36.06351,-97.21697,330,13.47,32.76
"2023-09-22 16:00:00",6844,"Site 1",36.06351,-97.21697,330,13.47,31.69
"2023-09-22 17:00:00",6845,"Site 1",36.06351,-97.21697,330,13.47,30.14
"2023-09-22 18:00:00",6846,"Site 1",36.06351,-97.21697,330,13.47,29.77
"2023-09-22 19:00:00",6847,"Site 1",36.06351,-97.21697,330,13.29,26.45
"2023-09-22 20:00:00",6848,"Site 1",36.06351,-97.21697,330,13.02,23.25
"2023-09-22 21:00:00",6849,"Site 1",36.06351,-97.21697,330,12.88,22.07
"2023-09-22 22:00:00",6850,"Site 1",36.06351,-97.21697,330,12.77,21.32
"2023-09-22 23:00:00",6851,"Site 1",36.06351,-97.21697,330,12.71,20.64
"2023-09-23 00:00:00",6852,"Site 1",36.06351,-97.21697,330,12.69,20.26
"2023-09-23 01:00:00",6853,"Site 1",36.06351,-97.21697,330,12.68,20.16
"2023-09-23 02:00:00",6854,"Site 1",36.06351,-97.21697,330,12.67,19.91
"2023-09-23 03:00:00",6855,"Site 1",36.06351,-97.21697,330,12.67,19.7
"2023-09-23 04:00:00",6856,"Site 1",36.06351,-97.21697,330,12.66,19.26
"2023-09-23 05:00:00",6857,"Site 1",36.06351,-97.21697,330,12.65,19.56
"2023-09-23 06:00:00",6858,"Site 1",36.06351,-97.21697,330,12.64,19.37
"2023-09-23 07:00:00",6859,"Site 1",36.06351,-97.21697,330,12.62,19.27
"2023-09-23 08:00:00",6860,"Site 1",36.06351,-97.21697,330,12.62,19.44
"2023-09-23 09:00:00",6861,"Site 1",36.06351,-97.21697,330,13.08,23.32
"2023-09-23 10:00:00",6862,"Site 1",36.06351,-97.21697,330,13.55,29.72
"2023-09-23 11:00:00",6863,"Site 1",36.06351,-97.21697,330,13.48,33.74
"2023-09-23 12:00:00",6864,"Site 1",36.06351,-97.21697,330,13.43,36.72
"2023-09-23 13:00:00",6865,"Site 1",36.06351,-97.21697,330,13.36,39.52
"2023-09-23 14:00:00",6866,"Site 1",36.06351,-97.21697,330,13.37,35.76
"2023-09-23 15:00:00",6867,"Site 1",36.06351,-97.21697,330,13.37,35.08
"2023-09-23 16:00:00",6868,"Site 1",36.06351,-97.21697,330,13.37,39.42
"2023-09-23 17:00:00",6869,"Site 1",36.06351,-97.21697,330,13.37,37.82
"2023-09-23 18:00:00",6870,"Site 1",36.06351,-97.21697,330,13.37,37.06
"2023-09-23 19:00:00",6871,"Site 1",36.06351,-97.21697,330,13.17,32.36
"2023-09-23 20:00:00",6872,"Site 1",36.06351,-97.21697,330,12.92,28.72
"2023-09-23 21:00:00",6873,"Site 1",36.06351,-97.21697,330,12.79,27.16
"2023-09-23 22:00:00",6874,"Site 1",36.06351,-97.21697,330,12.72,25.87
"2023-09-23 23:00:00",6875,"Site 1",36.06351,-97.21697,330,12.7,24.07
"2023-09-24 00:00:00",6876,"Site 1",36.06351,-97.21697,330,12.68,22.22
"2023-09-24 01:00:00",6877,"Site 1",36.06351,-97.21697,330,12.68,20.68
"2023-09-24 02:00:00",6878,"Site 1",36.06351,-97.21697,330,12.67,20.88
"2023-09-24 03:00:00",6879,"Site 1",36.06351,-97.21697,330,12.66,20.69
"2023-09-24 04:00:00",6880,"Site 1",36.06351,-97.21697,330,12.65,20.69
"2023-09-24 05:00:00",6881,"Site 1",36.06351,-97.21697,330,12.63,20.41
"2023-09-24 06:00:00",6882,"Site 1",36.06351,-97.21697,330,12.62,20.12
"2023-09-24 07:00:00",6883,"Site 1",36.06351,-97.21697,330,12.61,20.39
"2023-09-24 08:00:00",6884,"Site 1",36.06351,-97.21697,330,12.6,20.86
"2023-09-24 09:00:00",6885,"Site 1",36.06351,-97.21697,330,12.76,22.03
"2023-09-24 10:00:00",6886,"Site 1",36.06351,-97.21697,330,12.67,25.09
"2023-09-24 11:00:00",6887,"Site 1",36.06351,-97.21697,330,12.93,27.37
"2023-09-24 12:00:00",6888,"Site 1",36.06351,-97.21697,330,13.52,30.11
"2023-09-24 13:00:00",6889,"Site 1",36.06351,-97.21697,330,13.43,36.55
"2023-09-24 14:00:00",6890,"Site 1",36.06351,-97.21697,330,13.41,32.52
"2023-09-24 15:00:00",6891,"Site 1",36.06351,-97.21697,330,13.44,34.83
"2023-09-24 16:00:00",6892,"Site 1",36.06351,-97.21697,330,13.44,33.54
"2023-09-24 17:00:00",6893,"Site 1",36.06351,-97.21697,330,13.44,32.99
"2023-09-24 18:00:00",6894,"Site 1",36.06351,-97.21697,330,13.44,33.6
"2023-09-24 19:00:00",6895,"Site 1",36.06351,-97.21697,330,13.32,28.8
"2023-09-24 20:00:00",6896,"Site 1",36.06351,-97.21697,330,13.01,23.15
"2023-09-24 21:00:00",6897,"Site 1",36.06351,-97.21697,330,12.86,20.9
"2023-09-24 22:00:00",6898,"Site 1",36.06351,-97.21697,330,12.76,19.86
"2023-09-24 23:00:00",6899,"Site 1",36.06351,-97.21697,330,12.71,19.3
"2023-09-25 00:00:00",6900,"Site 1",36.06351,-97.21697,330,12.69,18.48
"2023-09-25 01:00:00",6901,"Site 1",36.06351,-97.21697,330,12.68,17.65
"2023-09-25 02:00:00",6902,"Site 1",36.06351,-97.21697,330,12.67,17.02
"2023-09-25 03:00:00",6903,"Site 1",36.06351,-97.21697,330,12.66,16.17
"2023-09-25 04:00:00",6904,"Site 1",36.06351,-97.21697,330,12.65,15.59
"2023-09-25 05:00:00",6905,"Site 1",36.06351,-97.21697,330,12.64,15.33
"2023-09-25 06:00:00",6906,"Site 1",36.06351,-97.21697,330,12.63,13.95
"2023-09-25 07:00:00",6907,"Site 1",36.06351,-97.21697,330,12.61,14.59
"2023-09-25 08:00:00",6908,"Site 1",36.06351,-97.21697,330,12.61,14.62
"2023-09-25 09:00:00",6909,"Site 1",36.06351,-97.21697,330,13.2,19.79
"2023-09-25 10:00:00",6910,"Site 1",36.06351,-97.21697,330,13.61,27.05
"2023-09-25 11:00:00",6911,"Site 1",36.06351,-97.21697,330,13.51,32.72
"2023-09-25 12:00:00",6912,"Site 1",36.06351,-97.21697,330,13.41,37.19
"2023-09-25 13:00:00",6913,"Site 1",36.06351,-97.21697,330,13.36,39.91
"2023-09-25 14:00:00",6914,"Site 1",36.06351,-97.21697,330,13.37,39.3
"2023-09-25 15:00:00",6915,"Site 1",36.06351,-97.21697,330,13.37,40.06
"2023-09-25 16:00:00",6916,"Site 1",36.06351,-97.21697,330,13.35,39.75
"2023-09-25 17:00:00",6917,"Site 1",36.06351,-97.21697,330,13.35,39.01
"2023-09-25 18:00:00",6918,"Site 1",36.06351,-97.21697,330,13.35,36.85
"2023-09-25 19:00:00",6919,"Site 1",36.06351,-97.21697,330,13.25,30.26
"2023-09-25 20:00:00",6920,"Site 1",36.06351,-97.21697,330,12.97,23.24
"2023-09-25 21:00:00",6921,"Site 1",36.06351,-97.21697,330,12.83,19.23
"2023-09-25 22:00:00",6922,"Site 1",36.06351,-97.21697,330,12.74,18.9
"2023-09-25 23:00:00",6923,"Site 1",36.06351,-97.21697,330,12.7,18.14
"2023-09-26 00:00:00",6924,"Site 1",36.06351,-97.21697,330,12.68,17.35
"2023-09-26 01:00:00",6925,"Site 1",36.06351,-97.21697,330,12.67,17.07
"2023-09-26 02:00:00",6926,"Site 1",36.06351,-97.21697,330,12.66,15.64
"2023-09-26 03:00:00",6927,"Site 1",36.06351,-97.21697,330,12.66,14.52
"2023-09-26 04:00:00",6928,"Site 1",36.06351,-97.21697,330,12.64,14.61
"2023-09-26 05:00:00",6929,"Site 1",36.06351,-97.21697,330,12.63,13.79
"2023-09-26 06:00:00",6930,"Site 1",36.06351,-97.21697,330,12.62,12.94
"2023-09-26 07:00:00",6931,"Site 1",36.06351,-97.21697,330,12.6,13.1
"2023-09-26 08:00:00",6932,"Site 1",36.06351,-97.21697,330,12.59,13.61
"2023-09-26 09:00:00",6933,"Site 1",36.06351,-97.21697,330,13.18,19.92
"2023-09-26 10:00:00",6934,"Site 1",36.06351,-97.21697,330,13.59,28.06
"2023-09-26 11:00:00",6935,"Site 1",36.06351,-97.21697,330,13.49,33.02
"2023-09-26 12:00:00",6936,"Site 1",36.06351,-97.21697,330,13.41,37.87
"2023-09-26 13:00:00",6937,"Site 1",36.06351,-97.21697,330,13.36,40.24
"2023-09-26 14:00:00",6938,"Site 1",36.06351,-97.21697,330,13.37,39.72
"2023-09-26 15:00:00",6939,"Site 1",36.06351,-97.21697,330,13.35,40.64
"2023-09-26 16:00:00",6940,"Site 1",36.06351,-97.21697,330,13.35,41.06
"2023-09-26 17:00:00",6941,"Site 1",36.06351,-97.21697,330,13.35,39.21
"2023-09-26 18:00:00",6942,"Site 1",36.06351,-97.21697,330,13.34,36.95
"2023-09-26 19:00:00",6943,"Site 1",36.06351,-97.21697,330,13.23,30.54
"2023-09-26 20:00:00",6944,"Site 1",36.06351,-97.21697,330,12.94,23.25
"2023-09-26 21:00:00",6945,"Site 1",36.06351,-97.21697,330,12.81,19.62
"2023-09-26 22:00:00",6946,"Site 1",36.06351,-97.21697,330,12.73,18.17
"2023-09-26 23:00:00",6947,"Site 1",36.06351,-97.21697,330,12.69,17.5
"2023-09-27 00:00:00",6948,"Site 1",36.06351,-97.21697,330,12.67,16.91
"2023-09-27 01:00:00",6949,"Site 1",36.06351,-97.21697,330,12.67,18.92
"2023-09-27 02:00:00",6950,"Site 1",36.06351,-97.21697,330,12.67,18.97
"2023-09-27 03:00:00",6951,"Site 1",36.06351,-97.21697,330,12.65,17.58
"2023-09-27 04:00:00",6952,"Site 1",36.06351,-97.21697,330,12.64,15.53
"2023-09-27 05:00:00",6953,"Site 1",36.06351,-97.21697,330,12.63,14.71
"2023-09-27 06:00:00",6954,"Site 1",36.06351,-97.21697,330,12.61,14.72
"2023-09-27 07:00:00",6955,"Site 1",36.06351,-97.21697,330,12.6,14.77
"2023-09-27 08:00:00",6956,"Site 1",36.06351,-97.21697,330,12.59,15.19
"2023-09-27 09:00:00",6957,"Site 1",36.06351,-97.21697,330,13.16,22.17
"2023-09-27 10:00:00",6958,"Site 1",36.06351,-97.21697,330,13.53,30.15
"2023-09-27 11:00:00",6959,"Site 1",36.06351,-97.21697,330,13.46,34.54
"2023-09-27 12:00:00",6960,"Site 1",36.06351,-97.21697,330,13.41,37.42
"2023-09-27 13:00:00",6961,"Site 1",36.06351,-97.21697,330,13.36,39.63
"2023-09-27 14:00:00",6962,"Site 1",36.06351,-97.21697,330,13.37,39.63
"2023-09-27 15:00:00",6963,"Site 1",36.06351,-97.21697,330,13.35,41.42
"2023-09-27 16:00:00",6964,"Site 1",36.06351,-97.21697,330,13.35,41.16
"2023-09-27 17:00:00",6965,"Site 1",36.06351,-97.21697,330,13.34,40.05
"2023-09-27 18:00:00",6966,"Site 1",36.06351,-97.21697,330,13.34,37.12
"2023-09-27 19:00:00",6967,"Site 1",36.06351,-97.21697,330,13.19,31.32
"2023-09-27 20:00:00",6968,"Site 1",36.06351,-97.21697,330,12.92,25.26
"2023-09-27 21:00:00",6969,"Site 1",36.06351,-97.21697,330,12.79,22.45
"2023-09-27 22:00:00",6970,"Site 1",36.06351,-97.21697,330,12.72,21.36
"2023-09-27 23:00:00",6971,"Site 1",36.06351,-97.21697,330,12.69,20.49
"2023-09-28 00:00:00",6972,"Site 1",36.06351,-97.21697,330,12.68,19.63
"2023-09-28 01:00:00",6973,"Site 1",36.06351,-97.21697,330,12.67,18.2
"2023-09-28 02:00:00",6974,"Site 1",36.06351,-97.21697,330,12.66,17.41
"2023-09-28 03:00:00",6975,"Site 1",36.06351,-97.21697,330,12.65,16.81
"2023-09-28 04:00:00",6976,"Site 1",36.06351,-97.21697,330,12.64,16.16
"2023-09-28 05:00:00",6977,"Site 1",36.06351,-97.21697,330,12.63,15.66
"2023-09-28 06:00:00",6978,"Site 1",36.06351,-97.21697,330,12.62,15.29
"2023-09-28 07:00:00",6979,"Site 1",36.06351,-97.21697,330,12.6,14.83
"2023-09-28 08:00:00",6980,"Site 1",36.06351,-97.21697,330,12.59,15.24
"2023-09-28 09:00:00",6981,"Site 1",36.06351,-97.21697,330,13.13,21.8
"2023-09-28 10:00:00",6982,"Site 1",36.06351,-97.21697,330,13.53,30.37
"2023-09-28 11:00:00",6983,"Site 1",36.06351,-97.21697,330,13.46,35.01
"2023-09-28 12:00:00",6984,"Site 1",36.06351,-97.21697,330,13.39,38.55
"2023-09-28 13:00:00",6985,"Site 1",36.06351,-97.21697,330,13.34,40.64
"2023-09-28 14:00:00",6986,"Site 1",36.06351,-97.21697,330,13.35,40.67
"2023-09-28 15:00:00",6987,"Site 1",36.06351,-97.21697,330,13.35,41.04
"2023-09-28 16:00:00",6988,"Site 1",36.06351,-97.21697,330,13.34,40.59
"2023-09-28 17:00:00",6989,"Site 1",36.06351,-97.21697,330,13.34,39.61
"2023-09-28 18:00:00",6990,"Site 1",36.06351,-97.21697,330,13.34,37.09
"2023-09-28 19:00:00",6991,"Site 1",36.06351,-97.21697,330,13.18,31.41
"2023-09-28 20:00:00",6992,"Site 1",36.06351,-97.21697,330,12.92,26.41
"2023-09-28 21:00:00",6993,"Site 1",36.06351,-97.21697,330,12.79,23.91
"2023-09-28 22:00:00",6994,"Site 1",36.06351,-97.21697,330,12.72,22.91
"2023-09-28 23:00:00",6995,"Site 1",36.06351,-97.21697,330,12.69,21.85
"2023-09-29 00:00:00",6996,"Site 1",36.06351,-97.21697,330,12.68,20.61
"2023-09-29 01:00:00",6997,"Site 1",36.06351,-97.21697,330,12.68,19.97
"2023-09-29 02:00:00",6998,"Site 1",36.06351,-97.21697,330,12.67,20.32
"2023-09-29 03:00:00",6999,"Site 1",36.06351,-97.21697,330,12.66,20.95
"2023-09-29 04:00:00",7000,"Site 1",36.06351,-97.21697,330,12.65,20.14
"2023-09-29 05:00:00",7001,"Site 1",36.06351,-97.21697,330,12.64,19.24
"2023-09-29 06:00:00",7002,"Site 1",36.06351,-97.21697,330,12.62,18.19
"2023-09-29 07:00:00",7003,"Site 1",36.06351,-97.21697,330,12.61,17.52
"2023-09-29 08:00:00",7004,"Site 1",36.06351,-97.21697,330,12.6,18.04
"2023-09-29 09:00:00",7005,"Site 1",36.06351,-97.21697,330,13.1,24.29
"2023-09-29 10:00:00",7006,"Site 1",36.06351,-97.21697,330,13.53,31.01
"2023-09-29 11:00:00",7007,"Site 1",36.06351,-97.21697,330,13.46,35.03
"2023-09-29 12:00:00",7008,"Site 1",36.06351,-97.21697,330,13.4,38.17
"2023-09-29 13:00:00",7009,"Site 1",36.06351,-97.21697,330,13.36,39.75
"2023-09-29 14:00:00",7010,"Site 1",36.06351,-97.21697,330,13.37,39.01
"2023-09-29 15:00:00",7011,"Site 1",36.06351,-97.21697,330,13.37,39.66
"2023-09-29 16:00:00",7012,"Site 1",36.06351,-97.21697,330,13.37,38.77
"2023-09-29 17:00:00",7013,"Site 1",36.06351,-97.21697,330,13.37,38.16
"2023-09-29 18:00:00",7014,"Site 1",36.06351,-97.21697,330,13.37,32.44
"2023-09-29 19:00:00",7015,"Site 1",36.06351,-97.21697,330,13.23,30.55
"2023-09-29 20:00:00",7016,"Site 1",36.06351,-97.21697,330,12.96,27.22
"2023-09-29 21:00:00",7017,"Site 1",36.06351,-97.21697,330,12.82,24.91
"2023-09-29 22:00:00",7018,"Site 1",36.06351,-97.21697,330,12.73,23.64
"2023-09-29 23:00:00",7019,"Site 1",36.06351,-97.21697,330,12.69,22.81
"2023-09-30 00:00:00",7020,"Site 1",36.06351,-97.21697,330,12.68,22.98
"2023-09-30 01:00:00",7021,"Site 1",36.06351,-97.21697,330,12.68,22.62
"2023-09-30 02:00:00",7022,"Site 1",36.06351,-97.21697,330,12.67,21.24
"2023-09-30 03:00:00",7023,"Site 1",36.06351,-97.21697,330,12.66,19.72
"2023-09-30 04:00:00",7024,"Site 1",36.06351,-97.21697,330,12.65,18.58
"2023-09-30 05:00:00",7025,"Site 1",36.06351,-97.21697,330,12.64,18.05
"2023-09-30 06:00:00",7026,"Site 1",36.06351,-97.21697,330,12.63,17.58
"2023-09-30 07:00:00",7027,"Site 1",36.06351,-97.21697,330,12.61,17.79
"2023-09-30 08:00:00",7028,"Site 1",36.06351,-97.21697,330,12.61,18.12
"2023-09-30 09:00:00",7029,"Site 1",36.06351,-97.21697,330,13.1,23.18
"2023-09-30 10:00:00",7030,"Site 1",36.06351,-97.21697,330,13.53,30.36
"2023-09-30 11:00:00",7031,"Site 1",36.06351,-97.21697,330,13.47,34.05
"2023-09-30 12:00:00",7032,"Site 1",36.06351,-97.21697,330,13.41,37.6
"2023-09-30 13:00:00",7033,"Site 1",36.06351,-97.21697,330,13.36,39.76
"2023-09-30 14:00:00",7034,"Site 1",36.06351,-97.21697,330,13.37,38.92
"2023-09-30 15:00:00",7035,"Site 1",36.06351,-97.21697,330,13.37,39.83
"2023-09-30 16:00:00",7036,"Site 1",36.06351,-97.21697,330,13.37,39.93
"2023-09-30 17:00:00",7037,"Site 1",36.06351,-97.21697,330,13.37,38.97
"2023-09-30 18:00:00",7038,"Site 1",36.06351,-97.21697,330,13.37,36.49
"2023-09-30 19:00:00",7039,"Site 1",36.06351,-97.21697,330,13.21,30.59
"2023-09-30 20:00:00",7040,"Site 1",36.06351,-97.21697,330,12.93,26.42
"2023-09-30 21:00:00",7041,"Site 1",36.06351,-97.21697,330,12.79,24.23
"2023-09-30 22:00:00",7042,"Site 1",36.06351,-97.21697,330,12.72,22.43
"2023-09-30 23:00:00",7043,"Site 1",36.06351,-97.21697,330,12.69,20.96
"2023-10-01 00:00:00",7044,"Site 1",36.06351,-97.21697,330,12.68,19.73
"2023-10-01 01:00:00",7045,"Site 1",36.06351,-97.21697,330,12.67,19.7
"2023-10-01 02:00:00",7046,"Site 1",36.06351,-97.21697,330,12.67,18.59
"2023-10-01 03:00:00",7047,"Site 1",36.06351,-97.21697,330,12.66,17.45
"2023-10-01 04:00:00",7048,"Site 1",36.06351,-97.21697,330,12.64,16.38
"2023-10-01 05:00:00",7049,"Site 1",36.06351,-97.21697,330,12.63,16.34
"2023-10-01 06:00:00",7050,"Site 1",36.06351,-97.21697,330,12.62,16.65
"2023-10-01 07:00:00",7051,"Site 1",36.06351,-97.21697,330,12.6,15.67
"2023-10-01 08:00:00",7052,"Site 1",36.06351,-97.21697,330,12.6,15.98
"2023-10-01 09:00:00",7053,"Site 1",36.06351,-97.21697,330,13.14,21.73
"2023-10-01 10:00:00",7054,"Site 1",36.06351,-97.21697,330,13.56,29.11
"2023-10-01 11:00:00",7055,"Site 1",36.06351,-97.21697,330,13.46,34.43
"2023-10-01 12:00:00",7056,"Site 1",36.06351,-97.21697,330,13.43,36.51
"2023-10-01 13:00:00",7057,"Site 1",36.06351,-97.21697,330,13.38,39.57
"2023-10-01 14:00:00",7058,"Site 1",36.06351,-97.21697,330,13.37,39.14
"2023-10-01 15:00:00",7059,"Site 1",36.06351,-97.21697,330,13.37,39.93
"2023-10-01 16:00:00",7060,"Site 1",36.06351,-97.21697,330,13.37,38.88
"2023-10-01 17:00:00",7061,"Site 1",36.06351,-97.21697,330,13.37,34.87
"2023-10-01 18:00:00",7062,"Site 1",36.06351,-97.21697,330,13.41,31.16
"2023-10-01 19:00:00",7063,"Site 1",36.06351,-97.21697,330,13.16,27.56
"2023-10-01 20:00:00",7064,"Site 1",36.06351,-97.21697,330,12.93,24.04
"2023-10-01 21:00:00",7065,"Site 1",36.06351,-97.21697,330,12.8,21.13
"2023-10-01 22:00:00",7066,"Site 1",36.06351,-97.21697,330,12.72,19.35
"2023-10-01 23:00:00",7067,"Site 1",36.06351,-97.21697,330,12.69,18.5
"2023-10-02 00:00:00",7068,"Site 1",36.06351,-97.21697,330,12.68,18.58
"2023-10-02 01:00:00",7069,"Site 1",36.06351,-97.21697,330,12.67,19.01
"2023-10-02 02:00:00",7070,"Site 1",36.06351,-97.21697,330,12.67,18.17
"2023-10-02 03:00:00",7071,"Site 1",36.06351,-97.21697,330,12.66,17.81
"2023-10-02 04:00:00",7072,"Site 1",36.06351,-97.21697,330,12.65,17.34
"2023-10-02 05:00:00",7073,"Site 1",36.06351,-97.21697,330,12.64,16.82
"2023-10-02 06:00:00",7074,"Site 1",36.06351,-97.21697,330,12.62,15.55
"2023-10-02 07:00:00",7075,"Site 1",36.06351,-97.21697,330,12.61,14.49
"2023-10-02 08:00:00",7076,"Site 1",36.06351,-97.21697,330,12.6,14.55
"2023-10-02 09:00:00",7077,"Site 1",36.06351,-97.21697,330,13.08,20.83
"2023-10-02 10:00:00",7078,"Site 1",36.06351,-97.21697,330,13.53,29.26
"2023-10-02 11:00:00",7079,"Site 1",36.06351,-97.21697,330,13.48,33.66
"2023-10-02 12:00:00",7080,"Site 1",36.06351,-97.21697,330,13.41,36.93
"2023-10-02 13:00:00",7081,"Site 1",36.06351,-97.21697,330,13.37,37.85
"2023-10-02 14:00:00",7082,"Site 1",36.06351,-97.21697,330,13.39,36.73
"2023-10-02 15:00:00",7083,"Site 1",36.06351,-97.21697,330,13.39,38.16
"2023-10-02 16:00:00",7084,"Site 1",36.06351,-97.21697,330,13.39,35.09
"2023-10-02 17:00:00",7085,"Site 1",36.06351,-97.21697,330,13.39,34.71
"2023-10-02 18:00:00",7086,"Site 1",36.06351,-97.21697,330,13.39,33.43
"2023-10-02 19:00:00",7087,"Site 1",36.06351,-97.21697,330,13.13,27.99
"2023-10-02 20:00:00",7088,"Site 1",36.06351,-97.21697,330,12.92,24.02
"2023-10-02 21:00:00",7089,"Site 1",36.06351,-97.21697,330,12.8,22.73
"2023-10-02 22:00:00",7090,"Site 1",36.06351,-97.21697,330,12.72,21.77
"2023-10-02 23:00:00",7091,"Site 1",36.06351,-97.21697,330,12.69,21.3
"2023-10-03 00:00:00",7092,"Site 1",36.06351,-97.21697,330,12.68,21.86
"2023-10-03 01:00:00",7093,"Site 1",36.06351,-97.21697,330,12.68,21.69
"2023-10-03 02:00:00",7094,"Site 1",36.06351,-97.21697,330,12.67,20.88
"2023-10-03 03:00:00",7095,"Site 1",36.06351,-97.21697,330,12.66,19.67
"2023-10-03 04:00:00",7096,"Site 1",36.06351,-97.21697,330,12.65,19.16
"2023-10-03 05:00:00",7097,"Site 1",36.06351,-97.21697,330,12.64,18.67
"2023-10-03 06:00:00",7098,"Site 1",36.06351,-97.21697,330,12.62,19.07
"2023-10-03 07:00:00",7099,"Site 1",36.06351,-97.21697,330,12.61,18.62
"2023-10-03 08:00:00",7100,"Site 1",36.06351,-97.21697,330,12.6,18.71
"2023-10-03 09:00:00",7101,"Site 1",36.06351,-97.21697,330,12.73,19.94
"2023-10-03 10:00:00",7102,"Site 1",36.06351,-97.21697,330,13.07,25.57
"2023-10-03 11:00:00",7103,"Site 1",36.06351,-97.21697,330,13.54,27.97
"2023-10-03 12:00:00",7104,"Site 1",36.06351,-97.21697,330,13.52,29.26
"2023-10-03 13:00:00",7105,"Site 1",36.06351,-97.21697,330,13.52,29.94
"2023-10-03 14:00:00",7106,"Site 1",36.06351,-97.21697,330,13.52,31.08
"2023-10-03 15:00:00",7107,"Site 1",36.06351,-97.21697,330,13.49,31.56
"2023-10-03 16:00:00",7108,"Site 1",36.06351,-97.21697,330,13.45,33.74
"2023-10-03 17:00:00",7109,"Site 1",36.06351,-97.21697,330,13.44,33.43
"2023-10-03 18:00:00",7110,"Site 1",36.06351,-97.21697,330,13.44,32.91
"2023-10-03 19:00:00",7111,"Site 1",36.06351,-97.21697,330,13.24,27.63
"2023-10-03 20:00:00",7112,"Site 1",36.06351,-97.21697,330,12.98,23.49
"2023-10-03 21:00:00",7113,"Site 1",36.06351,-97.21697,330,12.84,21.74
