"TOA5","CR300Series_NRCS_A3","CR300","20805","CR300-CELL205.Std.10.07","CPU:nrcs_marena_A3.CR300","31781","Table_Batt"
"TIMESTAMP","RECORD","station","latitude","longitude","altitude","Batt_Min","PTemp"
"TS","RN","name","decdegrees","decdegrees","m","Volt","Deg C"
"","","Smp","Smp","Smp","Smp","Min","Smp"
"2024-06-20 20:00:00",13376,"Site 1",36.06351,-97.21697,330,13.29,28.86
"2024-06-20 21:00:00",13377,"Site 1",36.06351,-97.21697,330,13.01,26.36
"2024-06-20 22:00:00",13378,"Site 1",36.06351,-97.21697,330,12.85,24.73
"2024-06-20 23:00:00",13379,"Site 1",36.06351,-97.21697,330,12.74,23.62
"2024-06-21 00:00:00",13380,"Site 1",36.06351,-97.21697,330,12.7,22.64
"2024-06-21 01:00:00",13381,"Site 1",36.06351,-97.21697,330,12.68,22
"2024-06-21 02:00:00",13382,"Site 1",36.06351,-97.21697,330,12.66,22.02
"2024-06-21 03:00:00",13383,"Site 1",36.06351,-97.21697,330,12.66,22.06
"2024-06-21 04:00:00",13384,"Site 1",36.06351,-97.21697,330,12.65,21.8
"2024-06-21 05:00:00",13385,"Site 1",36.06351,-97.21697,330,12.64,21.91
"2024-06-21 06:00:00",13386,"Site 1",36.06351,-97.21697,330,12.62,21.34
"2024-06-21 07:00:00",13387,"Site 1",36.06351,-97.21697,330,12.62,21.9
"2024-06-21 08:00:00",13388,"Site 1",36.06351,-97.21697,330,12.75,24.08
"2024-06-21 09:00:00",13389,"Site 1",36.06351,-97.21697,330,13.41,28.1
"2024-06-21 10:00:00",13390,"Site 1",36.06351,-97.21697,330,13.47,34.02
"2024-06-21 11:00:00",13391,"Site 1",36.06351,-97.21697,330,13.43,36.38
"2024-06-21 12:00:00",13392,"Site 1",36.06351,-97.21697,330,13.4,36.51
"2024-06-21 13:00:00",13393,"Site 1",36.06351,-97.21697,330,13.4,37.66
"2024-06-21 14:00:00",13394,"Site 1",36.06351,-97.21697,330,13.42,37.34
"2024-06-21 15:00:00",13395,"Site 1",36.06351,-97.21697,330,13.41,37.21
"2024-06-21 16:00:00",13396,"Site 1",36.06351,-97.21697,330,13.41,37.41
"2024-06-21 17:00:00",13397,"Site 1",36.06351,-97.21697,330,13.39,37.44
"2024-06-21 18:00:00",13398,"Site 1",36.06351,-97.21697,330,13.39,36.08
"2024-06-21 19:00:00",13399,"Site 1",36.06351,-97.21697,330,13.39,33.33
"2024-06-21 20:00:00",13400,"Site 1",36.06351,-97.21697,330,13.16,31.09
"2024-06-21 21:00:00",13401,"Site 1",36.06351,-97.21697,330,12.94,28.02
"2024-06-21 22:00:00",13402,"Site 1",36.06351,-97.21697,330,12.79,26.22
"2024-06-21 23:00:00",13403,"Site 1",36.06351,-97.21697,330,12.71,25.43
"2024-06-22 00:00:00",13404,"Site 1",36.06351,-97.21697,330,12.68,24.9
"2024-06-22 01:00:00",13405,"Site 1",36.06351,-97.21697,330,12.66,24.26
"2024-06-22 02:00:00",13406,"Site 1",36.06351,-97.21697,330,12.66,23.74
"2024-06-22 03:00:00",13407,"Site 1",36.06351,-97.21697,330,12.65,23.46
"2024-06-22 04:00:00",13408,"Site 1",36.06351,-97.21697,330,12.65,22.99
"2024-06-22 05:00:00",13409,"Site 1",36.06351,-97.21697,330,12.63,22.21
"2024-06-22 06:00:00",13410,"Site 1",36.06351,-97.21697,330,12.61,21.49
"2024-06-22 07:00:00",13411,"Site 1",36.06351,-97.21697,330,12.6,21.92
"2024-06-22 08:00:00",13412,"Site 1",36.06351,-97.21697,330,12.73,24.71
"2024-06-22 09:00:00",13413,"Site 1",36.06351,-97.21697,330,13.21,30.02
"2024-06-22 10:00:00",13414,"Site 1",36.06351,-97.21697,330,13.45,34.86
"2024-06-22 11:00:00",13415,"Site 1",36.06351,-97.21697,330,13.19,35.6
"2024-06-22 12:00:00",13416,"Site 1",36.06351,-97.21697,330,13.09,36.97
"2024-06-22 13:00:00",13417,"Site 1",36.06351,-97.21697,330,13.09,38.36
"2024-06-22 14:00:00",13418,"Site 1",36.06351,-97.21697,330,13.36,38.68
"2024-06-22 15:00:00",13419,"Site 1",36.06351,-97.21697,330,13.36,39.32
"2024-06-22 16:00:00",13420,"Site 1",36.06351,-97.21697,330,13.36,40.3
"2024-06-22 17:00:00",13421,"Site 1",36.06351,-97.21697,330,13.36,40.05
"2024-06-22 18:00:00",13422,"Site 1",36.06351,-97.21697,330,13.36,39.28
"2024-06-22 19:00:00",13423,"Site 1",36.06351,-97.21697,330,13.19,35.01
"2024-06-22 20:00:00",13424,"Site 1",36.06351,-97.21697,330,13.27,34.13
"2024-06-22 21:00:00",13425,"Site 1",36.06351,-97.21697,330,12.96,30.87
"2024-06-22 22:00:00",13426,"Site 1",36.06351,-97.21697,330,12.8,28.8
"2024-06-22 23:00:00",13427,"Site 1",36.06351,-97.21697,330,12.71,28.24
"2024-06-23 00:00:00",13428,"Site 1",36.06351,-97.21697,330,12.68,27.78
"2024-06-23 01:00:00",13429,"Site 1",36.06351,-97.21697,330,12.66,27.16
"2024-06-23 02:00:00",13430,"Site 1",36.06351,-97.21697,330,12.66,26.34
"2024-06-23 03:00:00",13431,"Site 1",36.06351,-97.21697,330,12.66,25.91
"2024-06-23 04:00:00",13432,"Site 1",36.06351,-97.21697,330,12.65,26.05
"2024-06-23 05:00:00",13433,"Site 1",36.06351,-97.21697,330,12.64,25.71
"2024-06-23 06:00:00",13434,"Site 1",36.06351,-97.21697,330,12.62,24.28
"2024-06-23 07:00:00",13435,"Site 1",36.06351,-97.21697,330,12.62,23.18
"2024-06-23 08:00:00",13436,"Site 1",36.06351,-97.21697,330,12.84,28.52
"2024-06-23 09:00:00",13437,"Site 1",36.06351,-97.21697,330,13.26,32.36
"2024-06-23 10:00:00",13438,"Site 1",36.06351,-97.21697,330,13.4,37.71
"2024-06-23 11:00:00",13439,"Site 1",36.06351,-97.21697,330,13.21,39.31
"2024-06-23 12:00:00",13440,"Site 1",36.06351,-97.21697,330,13.12,41.11
"2024-06-23 13:00:00",13441,"Site 1",36.06351,-97.21697,330,13.09,42.54
"2024-06-23 14:00:00",13442,"Site 1",36.06351,-97.21697,330,13.29,43
"2024-06-23 15:00:00",13443,"Site 1",36.06351,-97.21697,330,13.29,43.81
"2024-06-23 16:00:00",13444,"Site 1",36.06351,-97.21697,330,13.29,43.96
"2024-06-23 17:00:00",13445,"Site 1",36.06351,-97.21697,330,13.29,42.05
"2024-06-23 18:00:00",13446,"Site 1",36.06351,-97.21697,330,13.29,40.87
"2024-06-23 19:00:00",13447,"Site 1",36.06351,-97.21697,330,13.12,38.52
"2024-06-23 20:00:00",13448,"Site 1",36.06351,-97.21697,330,12.98,35.01
"2024-06-23 21:00:00",13449,"Site 1",36.06351,-97.21697,330,12.78,29.94
"2024-06-23 22:00:00",13450,"Site 1",36.06351,-97.21697,330,12.7,28.05
"2024-06-23 23:00:00",13451,"Site 1",36.06351,-97.21697,330,12.67,27.33
"2024-06-24 00:00:00",13452,"Site 1",36.06351,-97.21697,330,12.66,26.6
"2024-06-24 01:00:00",13453,"Site 1",36.06351,-97.21697,330,12.66,25.9
"2024-06-24 02:00:00",13454,"Site 1",36.06351,-97.21697,330,12.65,25.39
"2024-06-24 03:00:00",13455,"Site 1",36.06351,-97.21697,330,12.64,24.63
"2024-06-24 04:00:00",13456,"Site 1",36.06351,-97.21697,330,12.63,24.18
"2024-06-24 05:00:00",13457,"Site 1",36.06351,-97.21697,330,12.61,24.53
"2024-06-24 06:00:00",13458,"Site 1",36.06351,-97.21697,330,12.6,24.09
"2024-06-24 07:00:00",13459,"Site 1",36.06351,-97.21697,330,12.61,25.11
"2024-06-24 08:00:00",13460,"Site 1",36.06351,-97.21697,330,12.76,27.7
"2024-06-24 09:00:00",13461,"Site 1",36.06351,-97.21697,330,13.29,32.23
"2024-06-24 10:00:00",13462,"Site 1",36.06351,-97.21697,330,13.4,38.24
"2024-06-24 11:00:00",13463,"Site 1",36.06351,-97.21697,330,13.38,37.44
"2024-06-24 12:00:00",13464,"Site 1",36.06351,-97.21697,330,13.37,38.83
"2024-06-24 13:00:00",13465,"Site 1",36.06351,-97.21697,330,13.35,39.56
"2024-06-24 14:00:00",13466,"Site 1",36.06351,-97.21697,330,13.36,35.96
"2024-06-24 15:00:00",13467,"Site 1",36.06351,-97.21697,330,13.36,36.41
"2024-06-24 16:00:00",13468,"Site 1",36.06351,-97.21697,330,13.36,35.69
"2024-06-24 17:00:00",13469,"Site 1",36.06351,-97.21697,330,13.37,35.24
"2024-06-24 18:00:00",13470,"Site 1",36.06351,-97.21697,330,13.39,35.18
"2024-06-24 19:00:00",13471,"Site 1",36.06351,-97.21697,330,13.39,35.04
"2024-06-24 20:00:00",13472,"Site 1",36.06351,-97.21697,330,13.15,32.89
"2024-06-24 21:00:00",13473,"Site 1",36.06351,-97.21697,330,12.95,29.77
"2024-06-24 22:00:00",13474,"Site 1",36.06351,-97.21697,330,12.79,27.34
"2024-06-24 23:00:00",13475,"Site 1",36.06351,-97.21697,330,12.71,25.86
"2024-06-25 00:00:00",13476,"Site 1",36.06351,-97.21697,330,12.68,24.06
"2024-06-25 01:00:00",13477,"Site 1",36.06351,-97.21697,330,12.66,23.64
"2024-06-25 02:00:00",13478,"Site 1",36.06351,-97.21697,330,12.66,23.3
"2024-06-25 03:00:00",13479,"Site 1",36.06351,-97.21697,330,12.65,22.71
"2024-06-25 04:00:00",13480,"Site 1",36.06351,-97.21697,330,12.65,23.17
"2024-06-25 05:00:00",13481,"Site 1",36.06351,-97.21697,330,12.64,23.5
"2024-06-25 06:00:00",13482,"Site 1",36.06351,-97.21697,330,12.63,23.15
"2024-06-25 07:00:00",13483,"Site 1",36.06351,-97.21697,330,12.63,23.9
"2024-06-25 08:00:00",13484,"Site 1",36.06351,-97.21697,330,12.78,27.78
"2024-06-25 09:00:00",13485,"Site 1",36.06351,-97.21697,330,13.11,31.49
"2024-06-25 10:00:00",13486,"Site 1",36.06351,-97.21697,330,13.4,37.25
"2024-06-25 11:00:00",13487,"Site 1",36.06351,-97.21697,330,13.21,37.99
"2024-06-25 12:00:00",13488,"Site 1",36.06351,-97.21697,330,13.14,39.58
"2024-06-25 13:00:00",13489,"Site 1",36.06351,-97.21697,330,13.16,41.11
"2024-06-25 14:00:00",13490,"Site 1",36.06351,-97.21697,330,13.31,41.05
"2024-06-25 15:00:00",13491,"Site 1",36.06351,-97.21697,330,13.31,41.41
"2024-06-25 16:00:00",13492,"Site 1",36.06351,-97.21697,330,13.32,40.8
"2024-06-25 17:00:00",13493,"Site 1",36.06351,-97.21697,330,13.31,41.64
"2024-06-25 18:00:00",13494,"Site 1",36.06351,-97.21697,330,13.32,39.98
"2024-06-25 19:00:00",13495,"Site 1",36.06351,-97.21697,330,13.31,37.56
"2024-06-25 20:00:00",13496,"Site 1",36.06351,-97.21697,330,13.18,35.61
"2024-06-25 21:00:00",13497,"Site 1",36.06351,-97.21697,330,12.89,24.28
"2024-06-25 22:00:00",13498,"Site 1",36.06351,-97.21697,330,12.76,21.44
"2024-06-25 23:00:00",13499,"Site 1",36.06351,-97.21697,330,12.68,20.03
"2024-06-26 00:00:00",13500,"Site 1",36.06351,-97.21697,330,12.64,21.09
"2024-06-26 01:00:00",13501,"Site 1",36.06351,-97.21697,330,12.63,21.43
"2024-06-26 02:00:00",13502,"Site 1",36.06351,-97.21697,330,12.63,22.23
"2024-06-26 03:00:00",13503,"Site 1",36.06351,-97.21697,330,12.64,22.62
"2024-06-26 04:00:00",13504,"Site 1",36.06351,-97.21697,330,12.64,22.79
"2024-06-26 05:00:00",13505,"Site 1",36.06351,-97.21697,330,12.63,23.47
"2024-06-26 06:00:00",13506,"Site 1",36.06351,-97.21697,330,12.62,22.48
"2024-06-26 07:00:00",13507,"Site 1",36.06351,-97.21697,330,12.61,22.2
"2024-06-26 08:00:00",13508,"Site 1",36.06351,-97.21697,330,12.64,23.8
"2024-06-26 09:00:00",13509,"Site 1",36.06351,-97.21697,330,12.95,26.94
"2024-06-26 10:00:00",13510,"Site 1",36.06351,-97.21697,330,13.52,31.11
"2024-06-26 11:00:00",13511,"Site 1",36.06351,-97.21697,330,13.46,31.84
"2024-06-26 12:00:00",13512,"Site 1",36.06351,-97.21697,330,13.25,34.67
"2024-06-26 13:00:00",13513,"Site 1",36.06351,-97.21697,330,13.23,37.59
"2024-06-26 14:00:00",13514,"Site 1",36.06351,-97.21697,330,13.36,38.88
"2024-06-26 15:00:00",13515,"Site 1",36.06351,-97.21697,330,13.37,40.2
"2024-06-26 16:00:00",13516,"Site 1",36.06351,-97.21697,330,13.34,36.39
"2024-06-26 17:00:00",13517,"Site 1",36.06351,-97.21697,330,13.36,38.8
"2024-06-26 18:00:00",13518,"Site 1",36.06351,-97.21697,330,13.36,38.43
"2024-06-26 19:00:00",13519,"Site 1",36.06351,-97.21697,330,13.24,35.17
"2024-06-26 20:00:00",13520,"Site 1",36.06351,-97.21697,330,13.12,33.38
"2024-06-26 21:00:00",13521,"Site 1",36.06351,-97.21697,330,12.91,29.12
"2024-06-26 22:00:00",13522,"Site 1",36.06351,-97.21697,330,12.77,26.02
"2024-06-26 23:00:00",13523,"Site 1",36.06351,-97.21697,330,12.71,24.65
"2024-06-27 00:00:00",13524,"Site 1",36.06351,-97.21697,330,12.68,23.12
"2024-06-27 01:00:00",13525,"Site 1",36.06351,-97.21697,330,12.66,22.37
"2024-06-27 02:00:00",13526,"Site 1",36.06351,-97.21697,330,12.65,20.59
"2024-06-27 03:00:00",13527,"Site 1",36.06351,-97.21697,330,12.65,19.71
"2024-06-27 04:00:00",13528,"Site 1",36.06351,-97.21697,330,12.64,20.5
"2024-06-27 05:00:00",13529,"Site 1",36.06351,-97.21697,330,12.62,20.55
"2024-06-27 06:00:00",13530,"Site 1",36.06351,-97.21697,330,12.61,19.51
"2024-06-27 07:00:00",13531,"Site 1",36.06351,-97.21697,330,12.6,19.42
"2024-06-27 08:00:00",13532,"Site 1",36.06351,-97.21697,330,12.75,23.96
"2024-06-27 09:00:00",13533,"Site 1",36.06351,-97.21697,330,13.13,27.66
"2023-09-14 11:00:00",6647,"Site 1",36.06351,-97.21697,330,13.09,22.06
"2023-09-14 12:00:00",6648,"Site 1",36.06351,-97.21697,330,13.6,26.96
"2023-09-14 13:00:00",6649,"Site 1",36.06351,-97.21697,330,13.55,28.77
"2023-09-14 14:00:00",6650,"Site 1",36.06351,-97.21697,330,13.57,26.94
"2023-09-14 15:00:00",6651,"Site 1",36.06351,-97.21697,330,13.57,27.45
"2023-09-14 16:00:00",6652,"Site 1",36.06351,-97.21697,330,13.57,28.7
"2023-09-14 17:00:00",6653,"Site 1",36.06351,-97.21697,330,13.57,27.82
"2023-09-14 18:00:00",6654,"Site 1",36.06351,-97.21697,330,13.57,27.5
"2023-09-14 19:00:00",6655,"Site 1",36.06351,-97.21697,330,13.3,23.1
"2023-09-14 20:00:00",6656,"Site 1",36.06351,-97.21697,330,13.07,20.87
"2023-09-14 21:00:00",6657,"Site 1",36.06351,-97.21697,330,12.92,19.7
"2023-09-14 22:00:00",6658,"Site 1",36.06351,-97.21697,330,12.81,19.11
"2023-09-14 23:00:00",6659,"Site 1",36.06351,-97.21697,330,12.74,18.81
"2023-09-15 00:00:00",6660,"Site 1",36.06351,-97.21697,330,12.71,18.53
"2023-09-15 01:00:00",6661,"Site 1",36.06351,-97.21697,330,12.69,18.41
"2023-09-15 02:00:00",6662,"Site 1",36.06351,-97.21697,330,12.68,18.29
"2023-09-15 03:00:00",6663,"Site 1",36.06351,-97.21697,330,12.67,18.17
"2023-09-15 04:00:00",6664,"Site 1",36.06351,-97.21697,330,12.66,17.52
"2023-09-15 05:00:00",6665,"Site 1",36.06351,-97.21697,330,12.65,17.22
"2023-09-15 06:00:00",6666,"Site 1",36.06351,-97.21697,330,12.64,17.14
"2023-09-15 07:00:00",6667,"Site 1",36.06351,-97.21697,330,12.62,16.93
"2023-09-15 08:00:00",6668,"Site 1",36.06351,-97.21697,330,12.62,17.08
"2023-09-15 09:00:00",6669,"Site 1",36.06351,-97.21697,330,12.74,18.81
"2023-09-15 10:00:00",6670,"Site 1",36.06351,-97.21697,330,13.44,26.59
"2023-09-15 11:00:00",6671,"Site 1",36.06351,-97.21697,330,13.55,29.1
"2023-09-15 12:00:00",6672,"Site 1",36.06351,-97.21697,330,13.49,29.65
"2023-09-15 13:00:00",6673,"Site 1",36.06351,-97.21697,330,13.49,28.85
"2023-09-15 14:00:00",6674,"Site 1",36.06351,-97.21697,330,13.54,27.48
"2023-09-15 15:00:00",6675,"Site 1",36.06351,-97.21697,330,13.55,29.19
"2023-09-15 16:00:00",6676,"Site 1",36.06351,-97.21697,330,13.55,29.18
"2023-09-15 17:00:00",6677,"Site 1",36.06351,-97.21697,330,13.55,27.19
"2023-09-15 18:00:00",6678,"Site 1",36.06351,-97.21697,330,13.55,24.84
"2023-09-15 19:00:00",6679,"Site 1",36.06351,-97.21697,330,13.27,22.78
"2023-09-15 20:00:00",6680,"Site 1",36.06351,-97.21697,330,13.05,20.33
"2023-09-15 21:00:00",6681,"Site 1",36.06351,-97.21697,330,12.9,19.06
"2023-09-15 22:00:00",6682,"Site 1",36.06351,-97.21697,330,12.8,18.69
"2023-09-15 23:00:00",6683,"Site 1",36.06351,-97.21697,330,12.73,18.83
"2023-09-16 00:00:00",6684,"Site 1",36.06351,-97.21697,330,12.7,18.82
"2023-09-16 01:00:00",6685,"Site 1",36.06351,-97.21697,330,12.68,18.51
"2023-09-16 02:00:00",6686,"Site 1",36.06351,-97.21697,330,12.68,18.38
"2023-09-16 03:00:00",6687,"Site 1",36.06351,-97.21697,330,12.67,16.4
"2023-09-16 04:00:00",6688,"Site 1",36.06351,-97.21697,330,12.65,16.05
"2023-09-16 05:00:00",6689,"Site 1",36.06351,-97.21697,330,12.64,16.14
"2023-09-16 06:00:00",6690,"Site 1",36.06351,-97.21697,330,12.63,16.26
"2023-09-16 07:00:00",6691,"Site 1",36.06351,-97.21697,330,12.61,16.46
"2023-09-16 08:00:00",6692,"Site 1",36.06351,-97.21697,330,12.6,16.82
"2023-09-16 09:00:00",6693,"Site 1",36.06351,-97.21697,330,12.68,17.91
"2023-09-16 10:00:00",6694,"Site 1",36.06351,-97.21697,330,12.87,21.92
"2023-09-16 11:00:00",6695,"Site 1",36.06351,-97.21697,330,13.6,27.02
"2023-09-16 12:00:00",6696,"Site 1",36.06351,-97.21697,330,13.51,31.71
"2023-09-16 13:00:00",6697,"Site 1",36.06351,-97.21697,330,13.48,33.66
"2023-09-16 14:00:00",6698,"Site 1",36.06351,-97.21697,330,13.47,31.69
"2023-09-16 15:00:00",6699,"Site 1",36.06351,-97.21697,330,13.47,30.45
"2023-09-16 16:00:00",6700,"Site 1",36.06351,-97.21697,330,13.47,31.49
"2023-09-16 17:00:00",6701,"Site 1",36.06351,-97.21697,330,13.47,29.91
"2023-09-16 18:00:00",6702,"Site 1",36.06351,-97.21697,330,13.5,27.64
"2023-09-16 19:00:00",6703,"Site 1",36.06351,-97.21697,330,13.48,25.62
"2023-09-16 20:00:00",6704,"Site 1",36.06351,-97.21697,330,13.12,22.12
"2023-09-16 21:00:00",6705,"Site 1",36.06351,-97.21697,330,12.96,17.83
"2023-09-16 22:00:00",6706,"Site 1",36.06351,-97.21697,330,12.84,15.66
"2023-09-16 23:00:00",6707,"Site 1",36.06351,-97.21697,330,12.75,15.11
"2023-09-17 00:00:00",6708,"Site 1",36.06351,-97.21697,330,12.7,14.69
"2023-09-17 01:00:00",6709,"Site 1",36.06351,-97.21697,330,12.68,14.52
"2023-09-17 02:00:00",6710,"Site 1",36.06351,-97.21697,330,12.67,13.5
"2023-09-17 03:00:00",6711,"Site 1",36.06351,-97.21697,330,12.66,13.28
"2023-09-17 04:00:00",6712,"Site 1",36.06351,-97.21697,330,12.65,12.82
"2023-09-17 05:00:00",6713,"Site 1",36.06351,-97.21697,330,12.64,12.77
"2023-09-17 06:00:00",6714,"Site 1",36.06351,-97.21697,330,12.62,13.21
"2023-09-17 07:00:00",6715,"Site 1",36.06351,-97.21697,330,12.61,13.16
"2023-09-17 08:00:00",6716,"Site 1",36.06351,-97.21697,330,12.61,13.13
"2023-09-17 09:00:00",6717,"Site 1",36.06351,-97.21697,330,13.16,18.4
"2023-09-17 10:00:00",6718,"Site 1",36.06351,-97.21697,330,13.64,25.29
"2023-09-17 11:00:00",6719,"Site 1",36.06351,-97.21697,330,13.54,31.26
"2023-09-17 12:00:00",6720,"Site 1",36.06351,-97.21697,330,13.46,35.27
"2023-09-17 13:00:00",6721,"Site 1",36.06351,-97.21697,330,13.41,37.84
"2023-09-17 14:00:00",6722,"Site 1",36.06351,-97.21697,330,13.4,36.72
"2023-09-17 15:00:00",6723,"Site 1",36.06351,-97.21697,330,13.4,37.01
"2023-09-17 16:00:00",6724,"Site 1",36.06351,-97.21697,330,13.4,36.95
"2023-09-17 17:00:00",6725,"Site 1",36.06351,-97.21697,330,13.39,36.1
"2023-09-17 18:00:00",6726,"Site 1",36.06351,-97.21697,330,13.39,34.51
"2023-09-17 19:00:00",6727,"Site 1",36.06351,-97.21697,330,13.4,29.35
"2023-09-17 20:00:00",6728,"Site 1",36.06351,-97.21697,330,13.03,22.39
"2023-09-17 21:00:00",6729,"Site 1",36.06351,-97.21697,330,12.88,18.64
"2023-09-17 22:00:00",6730,"Site 1",36.06351,-97.21697,330,12.77,16.75
"2023-09-17 23:00:00",6731,"Site 1",36.06351,-97.21697,330,12.71,15.92
"2023-09-18 00:00:00",6732,"Site 1",36.06351,-97.21697,330,12.68,15.79
"2023-09-18 01:00:00",6733,"Site 1",36.06351,-97.21697,330,12.67,14.8
"2023-09-18 02:00:00",6734,"Site 1",36.06351,-97.21697,330,12.66,13.89
"2023-09-18 03:00:00",6735,"Site 1",36.06351,-97.21697,330,12.65,12.96
"2023-09-18 04:00:00",6736,"Site 1",36.06351,-97.21697,330,12.64,12.63
"2023-09-18 05:00:00",6737,"Site 1",36.06351,-97.21697,330,12.62,12.08
"2023-09-18 06:00:00",6738,"Site 1",36.06351,-97.21697,330,12.61,11.4
"2023-09-18 07:00:00",6739,"Site 1",36.06351,-97.21697,330,12.59,11.47
"2023-09-18 08:00:00",6740,"Site 1",36.06351,-97.21697,330,12.59,11.99
"2023-09-18 09:00:00",6741,"Site 1",36.06351,-97.21697,330,13.15,19.13
"2023-09-18 10:00:00",6742,"Site 1",36.06351,-97.21697,330,13.58,28.27
"2023-09-18 11:00:00",6743,"Site 1",36.06351,-97.21697,330,13.48,33.45
"2023-09-18 12:00:00",6744,"Site 1",36.06351,-97.21697,330,13.43,36.22
"2023-09-18 13:00:00",6745,"Site 1",36.06351,-97.21697,330,13.41,37.59
"2023-09-18 14:00:00",6746,"Site 1",36.06351,-97.21697,330,13.42,36.87
"2023-09-18 15:00:00",6747,"Site 1",36.06351,-97.21697,330,13.4,37.32
"2023-09-18 16:00:00",6748,"Site 1",36.06351,-97.21697,330,13.39,37.27
"2023-09-18 17:00:00",6749,"Site 1",36.06351,-97.21697,330,13.39,36.23
"2023-09-18 18:00:00",6750,"Site 1",36.06351,-97.21697,330,13.39,33.98
"2023-09-18 19:00:00",6751,"Site 1",36.06351,-97.21697,330,13.25,29.13
"2023-09-18 20:00:00",6752,"Site 1",36.06351,-97.21697,330,12.99,23.81
"2023-09-18 21:00:00",6753,"Site 1",36.06351,-97.21697,330,12.85,21.16
"2023-09-18 22:00:00",6754,"Site 1",36.06351,-97.21697,330,12.75,19.77
"2023-09-18 23:00:00",6755,"Site 1",36.06351,-97.21697,330,12.7,19.31
"2023-09-19 00:00:00",6756,"Site 1",36.06351,-97.21697,330,12.68,20
"2023-09-19 01:00:00",6757,"Site 1",36.06351,-97.21697,330,12.67,21.68
"2023-09-19 02:00:00",6758,"Site 1",36.06351,-97.21697,330,12.67,20.72
"2023-09-19 03:00:00",6759,"Site 1",36.06351,-97.21697,330,12.66,19.49
"2023-09-19 04:00:00",6760,"Site 1",36.06351,-97.21697,330,12.65,19.86
"2023-09-19 05:00:00",6761,"Site 1",36.06351,-97.21697,330,12.64,19.74
"2023-09-19 06:00:00",6762,"Site 1",36.06351,-97.21697,330,12.62,20.26
"2023-09-19 07:00:00",6763,"Site 1",36.06351,-97.21697,330,12.61,20.19
"2023-09-19 08:00:00",6764,"Site 1",36.06351,-97.21697,330,12.61,21.05
"2023-09-19 09:00:00",6765,"Site 1",36.06351,-97.21697,330,12.71,23.36
"2023-09-19 10:00:00",6766,"Site 1",36.06351,-97.21697,330,12.66,20.66
"2023-09-19 11:00:00",6767,"Site 1",36.06351,-97.21697,330,12.64,21.61
"2023-09-19 12:00:00",6768,"Site 1",36.06351,-97.21697,330,12.82,23.63
"2023-09-19 13:00:00",6769,"Site 1",36.06351,-97.21697,330,12.56,21.31
"2023-09-19 14:00:00",6770,"Site 1",36.06351,-97.21697,330,12.8,21.6
"2023-09-19 15:00:00",6771,"Site 1",36.06351,-97.21697,330,13.65,24.42
"2023-09-19 16:00:00",6772,"Site 1",36.06351,-97.21697,330,13.57,28.31
"2023-09-19 17:00:00",6773,"Site 1",36.06351,-97.21697,330,13.54,28.3
"2023-09-19 18:00:00",6774,"Site 1",36.06351,-97.21697,330,13.54,27.6
"2023-09-19 19:00:00",6775,"Site 1",36.06351,-97.21697,330,13.26,25.81
"2023-09-19 20:00:00",6776,"Site 1",36.06351,-97.21697,330,13.03,22.38
"2023-09-19 21:00:00",6777,"Site 1",36.06351,-97.21697,330,12.89,21.11
"2023-09-19 22:00:00",6778,"Site 1",36.06351,-97.21697,330,12.79,20
"2023-09-19 23:00:00",6779,"Site 1",36.06351,-97.21697,330,12.74,19.15
"2023-09-20 00:00:00",6780,"Site 1",36.06351,-97.21697,330,12.71,18.75
"2023-09-20 01:00:00",6781,"Site 1",36.06351,-97.21697,330,12.69,17.6
"2023-09-20 02:00:00",6782,"Site 1",36.06351,-97.21697,330,12.68,17.28
"2023-09-20 03:00:00",6783,"Site 1",36.06351,-97.21697,330,12.67,16.7
"2023-09-20 04:00:00",6784,"Site 1",36.06351,-97.21697,330,12.65,16.15
"2023-09-20 05:00:00",6785,"Site 1",36.06351,-97.21697,330,12.64,16.55
"2023-09-20 06:00:00",6786,"Site 1",36.06351,-97.21697,330,12.62,16.37
"2023-09-20 07:00:00",6787,"Site 1",36.06351,-97.21697,330,12.6,16.14
"2023-09-20 08:00:00",6788,"Site 1",36.06351,-97.21697,330,12.6,16.53
"2023-09-20 09:00:00",6789,"Site 1",36.06351,-97.21697,330,13.17,20.95
"2023-09-20 10:00:00",6790,"Site 1",36.06351,-97.21697,330,13.6,27.48
"2023-09-20 11:00:00",6791,"Site 1",36.06351,-97.21697,330,13.53,30.33
"2023-09-20 12:00:00",6792,"Site 1",36.06351,-97.21697,330,13.5,32.82
"2023-09-20 13:00:00",6793,"Site 1",36.06351,-97.21697,330,13.46,34.85
"2023-09-20 14:00:00",6794,"Site 1",36.06351,-97.21697,330,13.45,33.9
"2023-09-20 15:00:00",6795,"Site 1",36.06351,-97.21697,330,13.45,34.78
"2023-09-20 16:00:00",6796,"Site 1",36.06351,-97.21697,330,13.42,36.1
"2023-09-20 17:00:00",6797,"Site 1",36.06351,-97.21697,330,13.42,33.95
"2023-09-20 18:00:00",6798,"Site 1",36.06351,-97.21697,330,13.42,33.32
"2023-09-20 19:00:00",6799,"Site 1",36.06351,-97.21697,330,13.19,28.31
"2023-09-20 20:00:00",6800,"Site 1",36.06351,-97.21697,330,12.97,25.03
"2023-09-20 21:00:00",6801,"Site 1",36.06351,-97.21697,330,12.83,22.52
"2023-09-20 22:00:00",6802,"Site 1",36.06351,-97.21697,330,12.74,21.41
