"TOA5","CR300Series_NRCS_B3","CR300","25039","CR300-CELL205.Std.10.07","CPU:nrcs_marena_B3.CR300","30482","Table_Batt"
"TIMESTAMP","RECORD","station","latitude","longitude","altitude","Batt_Min","PTemp"
"TS","RN","name","decdegrees","decdegrees","m","Volt","Deg C"
"","","Smp","Smp","Smp","Smp","Min","Smp"
"2023-05-10 18:00:00",3610,"Marena B3",36.06222,-97.21667,329,13.46,28.61
"2023-05-10 19:00:00",3611,"Marena B3",36.06222,-97.21667,329,13.46,27.89
"2023-05-10 20:00:00",3612,"Marena B3",36.06222,-97.21667,329,13.2,24.32
"2023-05-10 21:00:00",3613,"Marena B3",36.06222,-97.21667,329,13.02,21.77
"2023-05-10 22:00:00",3614,"Marena B3",36.06222,-97.21667,329,12.88,20.01
"2023-05-10 23:00:00",3615,"Marena B3",36.06222,-97.21667,329,12.78,19.64
"2023-05-11 00:00:00",3616,"Marena B3",36.06222,-97.21667,329,12.71,19.39
"2023-05-11 01:00:00",3617,"Marena B3",36.06222,-97.21667,329,12.7,18.54
"2023-05-11 02:00:00",3618,"Marena B3",36.06222,-97.21667,329,12.69,17.95
"2023-05-11 03:00:00",3619,"Marena B3",36.06222,-97.21667,329,12.69,18.33
"2023-05-11 04:00:00",3620,"Marena B3",36.06222,-97.21667,329,12.67,17.12
"2023-05-11 05:00:00",3621,"Marena B3",36.06222,-97.21667,329,12.65,16.79
"2023-05-11 06:00:00",3622,"Marena B3",36.06222,-97.21667,329,12.64,17.9
"2023-05-11 07:00:00",3623,"Marena B3",36.06222,-97.21667,329,12.62,18.24
"2023-05-11 08:00:00",3624,"Marena B3",36.06222,-97.21667,329,12.62,18.68
"2023-05-11 09:00:00",3625,"Marena B3",36.06222,-97.21667,329,12.75,19.5
"2023-05-11 10:00:00",3626,"Marena B3",36.06222,-97.21667,329,12.96,22.41
"2023-05-11 11:00:00",3627,"Marena B3",36.06222,-97.21667,329,13.58,27.2
"2023-05-11 12:00:00",3628,"Marena B3",36.06222,-97.21667,329,13.58,26.58
"2023-05-11 13:00:00",3629,"Marena B3",36.06222,-97.21667,329,13.59,25.84
"2023-05-11 14:00:00",3630,"Marena B3",36.06222,-97.21667,329,13.59,27.5
"2023-05-11 15:00:00",3631,"Marena B3",36.06222,-97.21667,329,13.56,28.37
"2023-05-11 16:00:00",3632,"Marena B3",36.06222,-97.21667,329,13.56,27.66
"2023-05-11 17:00:00",3633,"Marena B3",36.06222,-97.21667,329,13.23,24.48
"2023-05-11 18:00:00",3634,"Marena B3",36.06222,-97.21667,329,13.63,25.53
"2023-05-11 19:00:00",3635,"Marena B3",36.06222,-97.21667,329,13.34,23.31
"2023-05-11 20:00:00",3636,"Marena B3",36.06222,-97.21667,329,13.24,22.22
"2023-05-11 21:00:00",3637,"Marena B3",36.06222,-97.21667,329,13.08,21.1
"2023-05-11 22:00:00",3638,"Marena B3",36.06222,-97.21667,329,12.94,19.89
"2023-05-11 23:00:00",3639,"Marena B3",36.06222,-97.21667,329,12.82,20.21
"2023-05-12 00:00:00",3640,"Marena B3",36.06222,-97.21667,329,12.74,20.08
"2023-05-12 01:00:00",3641,"Marena B3",36.06222,-97.21667,329,12.7,20.02
"2023-05-12 02:00:00",3642,"Marena B3",36.06222,-97.21667,329,12.7,19.82
"2023-05-12 03:00:00",3643,"Marena B3",36.06222,-97.21667,329,12.69,19.82
"2023-05-12 04:00:00",3644,"Marena B3",36.06222,-97.21667,329,12.68,19.85
"2023-05-12 05:00:00",3645,"Marena B3",36.06222,-97.21667,329,12.67,20.53
"2023-05-12 06:00:00",3646,"Marena B3",36.06222,-97.21667,329,12.65,20.77
"2023-05-12 07:00:00",3647,"Marena B3",36.06222,-97.21667,329,12.64,20.7
"2023-05-12 08:00:00",3648,"Marena B3",36.06222,-97.21667,329,12.65,21.95
"2023-05-12 09:00:00",3649,"Marena B3",36.06222,-97.21667,329,13.12,24.34
"2023-05-12 10:00:00",3650,"Marena B3",36.06222,-97.21667,329,13.56,29.32
"2023-05-12 11:00:00",3651,"Marena B3",36.06222,-97.21667,329,13.2,31.74
"2023-05-12 12:00:00",3652,"Marena B3",36.06222,-97.21667,329,12.75,32.89
"2023-05-12 13:00:00",3653,"Marena B3",36.06222,-97.21667,329,12.66,33.4
"2023-05-12 14:00:00",3654,"Marena B3",36.06222,-97.21667,329,12.6,33.91
"2023-05-12 15:00:00",3655,"Marena B3",36.06222,-97.21667,329,12.61,34.93
"2023-05-12 16:00:00",3656,"Marena B3",36.06222,-97.21667,329,12.65,34.67
"2023-05-12 17:00:00",3657,"Marena B3",36.06222,-97.21667,329,12.65,33.23
"2023-05-12 18:00:00",3658,"Marena B3",36.06222,-97.21667,329,12.66,32.16
"2023-05-12 19:00:00",3659,"Marena B3",36.06222,-97.21667,329,12.75,28.07
"2023-05-12 20:00:00",3660,"Marena B3",36.06222,-97.21667,329,12.73,26.42
"2023-05-12 21:00:00",3661,"Marena B3",36.06222,-97.21667,329,12.69,24.84
"2023-05-12 22:00:00",3662,"Marena B3",36.06222,-97.21667,329,12.67,24.2
"2023-05-12 23:00:00",3663,"Marena B3",36.06222,-97.21667,329,12.67,21.46
"2023-05-13 00:00:00",3664,"Marena B3",36.06222,-97.21667,329,12.65,15.01
"2023-05-13 01:00:00",3665,"Marena B3",36.06222,-97.21667,329,12.64,15.72
"2023-05-13 02:00:00",3666,"Marena B3",36.06222,-97.21667,329,12.63,16.06
"2023-05-13 03:00:00",3667,"Marena B3",36.06222,-97.21667,329,12.63,16.05
"2023-05-13 04:00:00",3668,"Marena B3",36.06222,-97.21667,329,12.63,15.94
"2023-05-13 05:00:00",3669,"Marena B3",36.06222,-97.21667,329,12.63,16.03
"2023-05-13 06:00:00",3670,"Marena B3",36.06222,-97.21667,329,12.63,15.99
"2023-05-13 07:00:00",3671,"Marena B3",36.06222,-97.21667,329,12.63,16.08
"2023-05-13 08:00:00",3672,"Marena B3",36.06222,-97.21667,329,12.69,17.01
"2023-05-13 09:00:00",3673,"Marena B3",36.06222,-97.21667,329,12.98,19.04
"2023-05-13 10:00:00",3674,"Marena B3",36.06222,-97.21667,329,13.63,25.31
"2023-05-13 11:00:00",3675,"Marena B3",36.06222,-97.21667,329,13.55,29.53
"2023-05-13 12:00:00",3676,"Marena B3",36.06222,-97.21667,329,13.02,29.38
"2023-05-13 13:00:00",3677,"Marena B3",36.06222,-97.21667,329,12.81,29.45
"2023-05-13 14:00:00",3678,"Marena B3",36.06222,-97.21667,329,12.75,30.75
"2023-05-13 15:00:00",3679,"Marena B3",36.06222,-97.21667,329,12.72,32.1
"2023-05-13 16:00:00",3680,"Marena B3",36.06222,-97.21667,329,12.69,32.43
"2023-05-13 17:00:00",3681,"Marena B3",36.06222,-97.21667,329,12.7,29.89
"2023-05-13 18:00:00",3682,"Marena B3",36.06222,-97.21667,329,12.68,26.97
"2023-05-13 19:00:00",3683,"Marena B3",36.06222,-97.21667,329,12.7,19.21
"2023-05-13 20:00:00",3684,"Marena B3",36.06222,-97.21667,329,12.68,17.9
"2023-05-13 21:00:00",3685,"Marena B3",36.06222,-97.21667,329,12.66,17.73
"2023-05-13 22:00:00",3686,"Marena B3",36.06222,-97.21667,329,12.65,17.42
"2023-05-13 23:00:00",3687,"Marena B3",36.06222,-97.21667,329,12.65,16.68
"2023-05-14 00:00:00",3688,"Marena B3",36.06222,-97.21667,329,12.65,16.64
"2023-05-14 01:00:00",3689,"Marena B3",36.06222,-97.21667,329,12.65,16.58
"2023-05-14 02:00:00",3690,"Marena B3",36.06222,-97.21667,329,12.64,16.79
"2023-05-14 03:00:00",3691,"Marena B3",36.06222,-97.21667,329,12.64,17.12
"2023-05-14 04:00:00",3692,"Marena B3",36.06222,-97.21667,329,12.64,17.17
"2023-05-14 05:00:00",3693,"Marena B3",36.06222,-97.21667,329,12.64,17.63
"2023-05-14 06:00:00",3694,"Marena B3",36.06222,-97.21667,329,12.64,16.97
"2023-05-14 07:00:00",3695,"Marena B3",36.06222,-97.21667,329,12.64,17.65
"2023-05-14 08:00:00",3696,"Marena B3",36.06222,-97.21667,329,12.67,18.73
"2023-05-14 09:00:00",3697,"Marena B3",36.06222,-97.21667,329,12.95,19.53
"2023-05-14 10:00:00",3698,"Marena B3",36.06222,-97.21667,329,13.25,22.61
"2023-05-14 11:00:00",3699,"Marena B3",36.06222,-97.21667,329,13.2,22.98
"2023-05-14 12:00:00",3700,"Marena B3",36.06222,-97.21667,329,13.57,26.84
"2023-05-14 13:00:00",3701,"Marena B3",36.06222,-97.21667,329,13.37,25.19
"2023-05-14 14:00:00",3702,"Marena B3",36.06222,-97.21667,329,13.26,26.67
"2023-05-14 15:00:00",3703,"Marena B3",36.06222,-97.21667,329,13.55,28.88
"2023-05-14 16:00:00",3704,"Marena B3",36.06222,-97.21667,329,13.04,24.1
"2023-05-14 17:00:00",3705,"Marena B3",36.06222,-97.21667,329,12.97,23.24
"2023-05-14 18:00:00",3706,"Marena B3",36.06222,-97.21667,329,13.57,24.3
"2023-05-14 19:00:00",3707,"Marena B3",36.06222,-97.21667,329,13.45,22.31
"2023-05-14 20:00:00",3708,"Marena B3",36.06222,-97.21667,329,13.22,20.98
"2023-05-14 21:00:00",3709,"Marena B3",36.06222,-97.21667,329,13.01,19.73
"2023-05-14 22:00:00",3710,"Marena B3",36.06222,-97.21667,329,12.89,19.48
"2023-05-14 23:00:00",3711,"Marena B3",36.06222,-97.21667,329,12.81,19.39
"2023-05-15 00:00:00",3712,"Marena B3",36.06222,-97.21667,329,12.77,19.02
"2023-05-15 01:00:00",3713,"Marena B3",36.06222,-97.21667,329,12.76,19.4
"2023-05-15 02:00:00",3714,"Marena B3",36.06222,-97.21667,329,12.74,19.12
"2023-05-15 03:00:00",3715,"Marena B3",36.06222,-97.21667,329,12.74,19.58
"2023-05-15 04:00:00",3716,"Marena B3",36.06222,-97.21667,329,12.73,19.42
"2023-05-15 05:00:00",3717,"Marena B3",36.06222,-97.21667,329,12.72,19.42
"2023-05-15 06:00:00",3718,"Marena B3",36.06222,-97.21667,329,12.72,18.77
"2023-05-15 07:00:00",3719,"Marena B3",36.06222,-97.21667,329,12.71,18.81
"2023-05-15 08:00:00",3720,"Marena B3",36.06222,-97.21667,329,12.78,19.45
"2023-05-15 09:00:00",3721,"Marena B3",36.06222,-97.21667,329,13.28,20.39
"2023-05-15 10:00:00",3722,"Marena B3",36.06222,-97.21667,329,13.57,23.54
"2023-05-15 11:00:00",3723,"Marena B3",36.06222,-97.21667,329,13.51,22.8
"2023-05-15 12:00:00",3724,"Marena B3",36.06222,-97.21667,329,13.56,21.98
"2023-05-15 13:00:00",3725,"Marena B3",36.06222,-97.21667,329,13.57,22
"2023-05-15 14:00:00",3726,"Marena B3",36.06222,-97.21667,329,13.64,25.2
"2023-05-15 15:00:00",3727,"Marena B3",36.06222,-97.21667,329,13.61,25.82
"2023-05-15 16:00:00",3728,"Marena B3",36.06222,-97.21667,329,13.59,26.74
"2023-05-15 17:00:00",3729,"Marena B3",36.06222,-97.21667,329,13.55,23.79
"2023-05-15 18:00:00",3730,"Marena B3",36.06222,-97.21667,329,13.48,21.08
"2023-05-15 19:00:00",3731,"Marena B3",36.06222,-97.21667,329,13.37,20.06
"2023-05-15 20:00:00",3732,"Marena B3",36.06222,-97.21667,329,13.18,18.84
"2023-05-15 21:00:00",3733,"Marena B3",36.06222,-97.21667,329,13.02,18.06
"2023-05-15 22:00:00",3734,"Marena B3",36.06222,-97.21667,329,12.9,17.33
"2023-05-15 23:00:00",3735,"Marena B3",36.06222,-97.21667,329,12.81,16.76
"2023-05-16 00:00:00",3736,"Marena B3",36.06222,-97.21667,329,12.75,15.8
"2023-05-16 01:00:00",3737,"Marena B3",36.06222,-97.21667,329,12.71,15.74
"2023-05-16 02:00:00",3738,"Marena B3",36.06222,-97.21667,329,12.7,15.52
"2023-05-16 03:00:00",3739,"Marena B3",36.06222,-97.21667,329,12.69,15.02
"2023-05-16 04:00:00",3740,"Marena B3",36.06222,-97.21667,329,12.68,14.68
"2023-05-16 05:00:00",3741,"Marena B3",36.06222,-97.21667,329,12.67,14.16
"2023-05-16 06:00:00",3742,"Marena B3",36.06222,-97.21667,329,12.66,13.71
"2023-05-16 07:00:00",3743,"Marena B3",36.06222,-97.21667,329,12.66,13.82
"2023-05-16 08:00:00",3744,"Marena B3",36.06222,-97.21667,329,12.82,15.24
"2023-05-16 09:00:00",3745,"Marena B3",36.06222,-97.21667,329,13.61,19.85
"2023-05-16 10:00:00",3746,"Marena B3",36.06222,-97.21667,329,13.64,24.49
"2023-05-16 11:00:00",3747,"Marena B3",36.06222,-97.21667,329,13.62,25.44
"2023-05-16 12:00:00",3748,"Marena B3",36.06222,-97.21667,329,13.61,23.79
"2023-05-16 13:00:00",3749,"Marena B3",36.06222,-97.21667,329,13.64,22.82
"2023-05-16 14:00:00",3750,"Marena B3",36.06222,-97.21667,329,13.64,23.42
"2023-05-16 15:00:00",3751,"Marena B3",36.06222,-97.21667,329,13.64,24.35
"2023-05-16 16:00:00",3752,"Marena B3",36.06222,-97.21667,329,13.64,24.51
"2023-05-16 17:00:00",3753,"Marena B3",36.06222,-97.21667,329,13.65,23.92
"2023-05-16 18:00:00",3754,"Marena B3",36.06222,-97.21667,329,13.64,20.97
"2023-05-16 19:00:00",3755,"Marena B3",36.06222,-97.21667,329,13.66,19.12
"2023-05-16 20:00:00",3756,"Marena B3",36.06222,-97.21667,329,13.4,18.59
"2023-05-16 21:00:00",3757,"Marena B3",36.06222,-97.21667,329,13.17,16.49
"2023-05-16 22:00:00",3758,"Marena B3",36.06222,-97.21667,329,13.02,13.46
"2023-05-16 23:00:00",3759,"Marena B3",36.06222,-97.21667,329,12.91,14.36
"2023-05-17 00:00:00",3760,"Marena B3",36.06222,-97.21667,329,12.81,15.01
"2023-05-17 01:00:00",3761,"Marena B3",36.06222,-97.21667,329,12.74,14.73
"2023-05-17 02:00:00",3762,"Marena B3",36.06222,-97.21667,329,12.7,13.28
"2023-05-17 03:00:00",3763,"Marena B3",36.06222,-97.21667,329,12.68,12.27
"2023-05-17 04:00:00",3764,"Marena B3",36.06222,-97.21667,329,12.66,11.47
"2023-05-17 05:00:00",3765,"Marena B3",36.06222,-97.21667,329,12.65,11.18
"2023-05-17 06:00:00",3766,"Marena B3",36.06222,-97.21667,329,12.64,11.17
"2023-05-17 07:00:00",3767,"Marena B3",36.06222,-97.21667,329,12.63,11.47
"2023-05-17 08:00:00",3768,"Marena B3",36.06222,-97.21667,329,12.77,15.21
"2023-05-17 09:00:00",3769,"Marena B3",36.06222,-97.21667,329,13.72,19.65
"2023-05-17 10:00:00",3770,"Marena B3",36.06222,-97.21667,329,13.7,22.84
"2023-05-17 11:00:00",3771,"Marena B3",36.06222,-97.21667,329,13.62,25.96
"2023-05-17 12:00:00",3772,"Marena B3",36.06222,-97.21667,329,13.62,26.01
"2023-05-17 13:00:00",3773,"Marena B3",36.06222,-97.21667,329,13.59,27.89
"2023-05-17 14:00:00",3774,"Marena B3",36.06222,-97.21667,329,13.53,30.04
"2023-05-17 15:00:00",3775,"Marena B3",36.06222,-97.21667,329,13.51,31.19
"2023-05-17 16:00:00",3776,"Marena B3",36.06222,-97.21667,329,12.99,30.31
"2023-05-17 17:00:00",3777,"Marena B3",36.06222,-97.21667,329,13.49,30.37
"2023-05-17 18:00:00",3778,"Marena B3",36.06222,-97.21667,329,13.51,27.02
"2023-05-17 19:00:00",3779,"Marena B3",36.06222,-97.21667,329,13.32,25.48
"2023-05-17 20:00:00",3780,"Marena B3",36.06222,-97.21667,329,13.17,20.74
"2023-05-17 21:00:00",3781,"Marena B3",36.06222,-97.21667,329,12.98,16.45
"2023-05-17 22:00:00",3782,"Marena B3",36.06222,-97.21667,329,12.85,14.29
"2023-05-17 23:00:00",3783,"Marena B3",36.06222,-97.21667,329,12.76,13.42
"2023-05-18 00:00:00",3784,"Marena B3",36.06222,-97.21667,329,12.69,13
"2023-05-18 01:00:00",3785,"Marena B3",36.06222,-97.21667,329,12.66,12.22
"2023-05-18 02:00:00",3786,"Marena B3",36.06222,-97.21667,329,12.64,11.6
"2023-05-18 03:00:00",3787,"Marena B3",36.06222,-97.21667,329,12.63,11.98
"2023-05-18 04:00:00",3788,"Marena B3",36.06222,-97.21667,329,12.63,12.22
"2023-05-18 05:00:00",3789,"Marena B3",36.06222,-97.21667,329,12.62,12.33
"2023-05-18 06:00:00",3790,"Marena B3",36.06222,-97.21667,329,12.62,13.13
"2023-05-18 07:00:00",3791,"Marena B3",36.06222,-97.21667,329,12.63,13.13
"2023-05-18 08:00:00",3792,"Marena B3",36.06222,-97.21667,329,12.81,15.74
"2023-05-18 09:00:00",3793,"Marena B3",36.06222,-97.21667,329,13.62,18.59
"2023-05-18 10:00:00",3794,"Marena B3",36.06222,-97.21667,329,13.62,21.67
"2023-05-18 11:00:00",3795,"Marena B3",36.06222,-97.21667,329,13.63,23.85
"2023-05-18 12:00:00",3796,"Marena B3",36.06222,-97.21667,329,13.62,25.67
"2023-05-18 13:00:00",3797,"Marena B3",36.06222,-97.21667,329,13.59,27.91
"2023-05-18 14:00:00",3798,"Marena B3",36.06222,-97.21667,329,13.56,29.31
"2023-05-18 15:00:00",3799,"Marena B3",36.06222,-97.21667,329,13.51,31.9
"2023-05-18 16:00:00",3800,"Marena B3",36.06222,-97.21667,329,13.45,34.07
"2023-05-18 17:00:00",3801,"Marena B3",36.06222,-97.21667,329,13.45,33.66
"2023-05-18 18:00:00",3802,"Marena B3",36.06222,-97.21667,329,13.45,32.52
"2023-05-18 19:00:00",3803,"Marena B3",36.06222,-97.21667,329,13.16,29.7
"2023-05-18 20:00:00",3804,"Marena B3",36.06222,-97.21667,329,13.01,25.07
"2023-05-18 21:00:00",3805,"Marena B3",36.06222,-97.21667,329,12.84,21.31
"2023-05-18 22:00:00",3806,"Marena B3",36.06222,-97.21667,329,12.74,20.08
"2023-05-18 23:00:00",3807,"Marena B3",36.06222,-97.21667,329,12.7,19.33
"2023-05-19 00:00:00",3808,"Marena B3",36.06222,-97.21667,329,12.68,17.67
"2023-05-19 01:00:00",3809,"Marena B3",36.06222,-97.21667,329,12.66,17.34
"2023-05-19 02:00:00",3810,"Marena B3",36.06222,-97.21667,329,12.65,17.71
"2023-05-19 03:00:00",3811,"Marena B3",36.06222,-97.21667,329,12.64,18.01
"2023-05-19 04:00:00",3812,"Marena B3",36.06222,-97.21667,329,12.64,18.16
"2023-05-19 05:00:00",3813,"Marena B3",36.06222,-97.21667,329,12.64,18.12
"2023-05-19 06:00:00",3814,"Marena B3",36.06222,-97.21667,329,12.64,16.29
"2023-05-19 07:00:00",3815,"Marena B3",36.06222,-97.21667,329,12.63,16.01
"2023-05-19 08:00:00",3816,"Marena B3",36.06222,-97.21667,329,12.64,16.45
"2023-05-19 09:00:00",3817,"Marena B3",36.06222,-97.21667,329,12.66,17.1
"2023-05-19 10:00:00",3818,"Marena B3",36.06222,-97.21667,329,13.16,20.84
"2023-05-19 11:00:00",3819,"Marena B3",36.06222,-97.21667,329,13.6,23.58
"2023-05-19 12:00:00",3820,"Marena B3",36.06222,-97.21667,329,13.6,23.04
"2023-05-19 13:00:00",3821,"Marena B3",36.06222,-97.21667,329,13.35,22.53
"2023-05-19 14:00:00",3822,"Marena B3",36.06222,-97.21667,329,13.6,24.12
"2023-05-19 15:00:00",3823,"Marena B3",36.06222,-97.21667,329,13.42,25.75
"2023-05-19 16:00:00",3824,"Marena B3",36.06222,-97.21667,329,13.2,18.3
"2023-05-19 17:00:00",3825,"Marena B3",36.06222,-97.21667,329,13.45,17.02
"2023-05-19 18:00:00",3826,"Marena B3",36.06222,-97.21667,329,13.5,15.16
"2023-05-19 19:00:00",3827,"Marena B3",36.06222,-97.21667,329,13.5,14.74
"2023-05-19 20:00:00",3828,"Marena B3",36.06222,-97.21667,329,13.5,14.47
"2023-05-19 21:00:00",3829,"Marena B3",36.06222,-97.21667,329,13.28,12.72
"2023-05-19 22:00:00",3830,"Marena B3",36.06222,-97.21667,329,13.13,12.32
"2023-05-19 23:00:00",3831,"Marena B3",36.06222,-97.21667,329,13,11.56
"2023-05-20 00:00:00",3832,"Marena B3",36.06222,-97.21667,329,12.89,10.74
"2023-05-20 01:00:00",3833,"Marena B3",36.06222,-97.21667,329,12.79,9.99
"2023-05-20 02:00:00",3834,"Marena B3",36.06222,-97.21667,329,12.72,9.14
"2023-05-20 03:00:00",3835,"Marena B3",36.06222,-97.21667,329,12.69,8.31
"2023-05-20 04:00:00",3836,"Marena B3",36.06222,-97.21667,329,12.67,8.15
"2023-05-20 05:00:00",3837,"Marena B3",36.06222,-97.21667,329,12.66,8.32
"2023-05-20 06:00:00",3838,"Marena B3",36.06222,-97.21667,329,12.65,8.31
"2023-05-20 07:00:00",3839,"Marena B3",36.06222,-97.21667,329,12.65,8.95
"2023-05-20 08:00:00",3840,"Marena B3",36.06222,-97.21667,329,12.87,12.28
"2023-05-20 09:00:00",3841,"Marena B3",36.06222,-97.21667,329,13.75,16.83
"2023-05-20 10:00:00",3842,"Marena B3",36.06222,-97.21667,329,13.7,22.52
"2023-05-20 11:00:00",3843,"Marena B3",36.06222,-97.21667,329,13.65,25
"2023-05-20 12:00:00",3844,"Marena B3",36.06222,-97.21667,329,13.62,25.62
"2023-05-20 13:00:00",3845,"Marena B3",36.06222,-97.21667,329,13.61,25.54
"2023-05-20 14:00:00",3846,"Marena B3",36.06222,-97.21667,329,13.62,26.4
"2023-05-20 15:00:00",3847,"Marena B3",36.06222,-97.21667,329,13.59,27.65
"2023-05-20 16:00:00",3848,"Marena B3",36.06222,-97.21667,329,13.56,28.76
"2023-05-20 17:00:00",3849,"Marena B3",36.06222,-97.21667,329,13.53,29.83
"2023-05-20 18:00:00",3850,"Marena B3",36.06222,-97.21667,329,13.53,27.3
"2023-05-20 19:00:00",3851,"Marena B3",36.06222,-97.21667,329,13.37,22.81
"2023-05-20 20:00:00",3852,"Marena B3",36.06222,-97.21667,329,13.24,19.72
"2023-05-20 21:00:00",3853,"Marena B3",36.06222,-97.21667,329,13.03,14.99
"2023-05-20 22:00:00",3854,"Marena B3",36.06222,-97.21667,329,12.9,12.39
"2023-05-20 23:00:00",3855,"Marena B3",36.06222,-97.21667,329,12.79,11.95
"2023-05-21 00:00:00",3856,"Marena B3",36.06222,-97.21667,329,12.72,10.69
"2023-05-21 01:00:00",3857,"Marena B3",36.06222,-97.21667,329,12.68,10.37
"2023-05-21 02:00:00",3858,"Marena B3",36.06222,-97.21667,329,12.66,10.19
"2023-05-21 03:00:00",3859,"Marena B3",36.06222,-97.21667,329,12.64,9.62
"2023-05-21 04:00:00",3860,"Marena B3",36.06222,-97.21667,329,12.62,9.05
"2023-05-21 05:00:00",3861,"Marena B3",36.06222,-97.21667,329,12.61,8.43
"2023-05-21 06:00:00",3862,"Marena B3",36.06222,-97.21667,329,12.6,8.29
"2023-05-21 07:00:00",3863,"Marena B3",36.06222,-97.21667,329,12.6,8.71
"2023-05-21 08:00:00",3864,"Marena B3",36.06222,-97.21667,329,12.87,13.54
"2023-05-21 09:00:00",3865,"Marena B3",36.06222,-97.21667,329,13.77,18.72
"2023-05-21 10:00:00",3866,"Marena B3",36.06222,-97.21667,329,13.7,22.61
"2023-05-21 11:00:00",3867,"Marena B3",36.06222,-97.21667,329,13.65,25.13
"2023-05-21 12:00:00",3868,"Marena B3",36.06222,-97.21667,329,13.62,25.03
"2023-05-21 13:00:00",3869,"Marena B3",36.06222,-97.21667,329,13.59,28
"2023-05-21 14:00:00",3870,"Marena B3",36.06222,-97.21667,329,13.11,26.81
"2023-05-21 15:00:00",3871,"Marena B3",36.06222,-97.21667,329,13.01,30.38
"2023-05-21 16:00:00",3872,"Marena B3",36.06222,-97.21667,329,13.51,31.89
"2023-05-21 17:00:00",3873,"Marena B3",36.06222,-97.21667,329,13.47,32.87
"2023-05-21 18:00:00",3874,"Marena B3",36.06222,-97.21667,329,13.48,30.63
"2023-05-21 19:00:00",3875,"Marena B3",36.06222,-97.21667,329,13.33,26.4
"2023-05-21 20:00:00",3876,"Marena B3",36.06222,-97.21667,329,13.16,23.98
"2023-05-21 21:00:00",3877,"Marena B3",36.06222,-97.21667,329,12.96,18.5
"2023-05-21 22:00:00",3878,"Marena B3",36.06222,-97.21667,329,12.83,15.44
"2023-05-21 23:00:00",3879,"Marena B3",36.06222,-97.21667,329,12.74,14.04
"2023-05-22 00:00:00",3880,"Marena B3",36.06222,-97.21667,329,12.69,13.12
"2023-05-22 01:00:00",3881,"Marena B3",36.06222,-97.21667,329,12.67,12.72
"2023-05-22 02:00:00",3882,"Marena B3",36.06222,-97.21667,329,12.66,12.08
"2023-05-22 03:00:00",3883,"Marena B3",36.06222,-97.21667,329,12.63,11.72
"2023-05-22 04:00:00",3884,"Marena B3",36.06222,-97.21667,329,12.62,11.1
"2023-05-22 05:00:00",3885,"Marena B3",36.06222,-97.21667,329,12.6,10.3
"2023-05-22 06:00:00",3886,"Marena B3",36.06222,-97.21667,329,12.6,10.98
"2023-05-22 07:00:00",3887,"Marena B3",36.06222,-97.21667,329,12.6,12.67
"2023-05-22 08:00:00",3888,"Marena B3",36.06222,-97.21667,329,12.81,14.9
"2023-05-22 09:00:00",3889,"Marena B3",36.06222,-97.21667,329,13.73,20.26
"2023-05-22 10:00:00",3890,"Marena B3",36.06222,-97.21667,329,13.62,25.73
"2023-05-22 11:00:00",3891,"Marena B3",36.06222,-97.21667,329,13.59,27.59
"2023-05-22 12:00:00",3892,"Marena B3",36.06222,-97.21667,329,13.56,28.74
"2023-05-22 13:00:00",3893,"Marena B3",36.06222,-97.21667,329,13.53,29.91
"2023-05-22 14:00:00",3894,"Marena B3",36.06222,-97.21667,329,13.35,29.12
"2023-05-22 15:00:00",3895,"Marena B3",36.06222,-97.21667,329,13.15,31.79
"2023-05-22 16:00:00",3896,"Marena B3",36.06222,-97.21667,329,13.48,32.5
"2023-05-22 17:00:00",3897,"Marena B3",36.06222,-97.21667,329,13.47,31.39
"2023-05-22 18:00:00",3898,"Marena B3",36.06222,-97.21667,329,13.48,30.26
"2023-05-22 19:00:00",3899,"Marena B3",36.06222,-97.21667,329,13.35,25.52
"2023-05-22 20:00:00",3900,"Marena B3",36.06222,-97.21667,329,13.2,22.96
"2023-05-22 21:00:00",3901,"Marena B3",36.06222,-97.21667,329,12.99,19.19
"2023-05-22 22:00:00",3902,"Marena B3",36.06222,-97.21667,329,12.86,17.27
"2023-05-22 23:00:00",3903,"Marena B3",36.06222,-97.21667,329,12.76,16.19
"2023-05-23 00:00:00",3904,"Marena B3",36.06222,-97.21667,329,12.7,15.76
"2023-05-23 01:00:00",3905,"Marena B3",36.06222,-97.21667,329,12.68,15.23
"2023-05-23 02:00:00",3906,"Marena B3",36.06222,-97.21667,329,12.67,14.72
"2023-05-23 03:00:00",3907,"Marena B3",36.06222,-97.21667,329,12.65,14.66
"2023-05-23 04:00:00",3908,"Marena B3",36.06222,-97.21667,329,12.64,14.51
"2023-05-23 05:00:00",3909,"Marena B3",36.06222,-97.21667,329,12.62,14.02
"2023-05-23 06:00:00",3910,"Marena B3",36.06222,-97.21667,329,12.61,13.05
"2023-05-23 07:00:00",3911,"Marena B3",36.06222,-97.21667,329,12.61,13.24
"2023-05-23 08:00:00",3912,"Marena B3",36.06222,-97.21667,329,12.79,18.28
"2023-05-23 09:00:00",3913,"Marena B3",36.06222,-97.21667,329,13.67,23.22
"2023-05-23 10:00:00",3914,"Marena B3",36.06222,-97.21667,329,13.37,21.36
"2023-05-23 11:00:00",3915,"Marena B3",36.06222,-97.21667,329,13.34,20.82
"2023-05-23 12:00:00",3916,"Marena B3",36.06222,-97.21667,329,13.4,21.1
